fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
3.0,Baseline,16.0,-1.4919335523409278,-0.8079817530878658,-0.7156666666666666,-0.716,-1.1091666666666666,-1.109,-0.3358333333333334,-0.337,-0.7356666666666666,-0.722,-1.7220000000000002,-1.6635,0.23399999999999999,0.2225,-0.751,-0.716,-6.321833333333333,-5.952,4.968,4.682,16
3.0,Baseline,17.0,-0.1735231416554689,-0.19146133165717055,-0.7138333333333332,-0.714,-1.11,-1.11,-0.32983333333333337,-0.33,-0.682,-0.669,-1.6285,-1.6185,0.276,0.27749999999999997,-0.6970000000000001,-0.667,-6.243333333333333,-6.395,4.613166666666667,4.541,17
3.0,Baseline,18.0,-1.7208265033268086,-0.2563661490984422,-0.7126666666666667,-0.713,-1.111,-1.11,-0.3273333333333333,-0.329,-0.7096666666666667,-0.675,-1.6641666666666666,-1.605,0.24,0.2445,-0.7003333333333334,-0.7170000000000001,-6.550999999999999,-6.127000000000001,5.312,5.0105,18
3.0,Baseline,19.0,-0.6514133382145987,-0.5300195919446747,-0.7116666666666666,-0.712,-1.1113333333333333,-1.113,-0.321,-0.324,-0.7036666666666666,-0.695,-1.6471666666666664,-1.6235,0.19433333333333333,0.2105,-0.7126666666666667,-0.696,-5.815333333333332,-5.7245,4.3875,4.3629999999999995,19
3.0,Baseline,20.0,0.10234883525603282,-0.1721615517291909,-0.7106666666666666,-0.711,-1.1083333333333334,-1.108,-0.31433333333333335,-0.315,-0.6726666666666666,-0.6765000000000001,-1.6071666666666669,-1.604,0.20916666666666664,0.20950000000000002,-0.6795,-0.677,-5.937833333333334,-5.8785,4.71,4.6005,20
3.0,Baseline,21.0,-0.6859029164794155,-0.3619292023714108,-0.7096666666666667,-0.71,-1.1063333333333334,-1.109,-0.309,-0.313,-0.6961666666666666,-0.6815,-1.611,-1.6025,0.165,0.15949999999999998,-0.7118333333333333,-0.7144999999999999,-5.924833333333333,-5.975,4.601833333333333,4.5885,21
3.0,Baseline,22.0,-1.1184704133866827,-0.6034862817854711,-0.7086666666666667,-0.709,-1.1026666666666667,-1.101,-0.3016666666666667,-0.301,-0.715,-0.6925,-1.6433333333333333,-1.6070000000000002,0.17183333333333337,0.184,-0.7123333333333334,-0.725,-6.1241666666666665,-5.919499999999999,4.604333333333334,4.507,22
3.0,Baseline,23.0,-0.7782508459967609,-0.16987450809929736,-0.7079999999999999,-0.708,-1.1056666666666668,-1.106,-0.3016666666666667,-0.303,-0.6913333333333335,-0.677,-1.5936666666666666,-1.5525,0.20366666666666666,0.2275,-0.714,-0.697,-6.074333333333333,-5.855,4.7348333333333334,4.5344999999999995,23
3.0,Baseline,24.0,-0.18692154455852308,-0.00868787403269375,-0.7076666666666666,-0.708,-1.1066666666666667,-1.105,-0.3,-0.299,-0.6735000000000001,-0.6665000000000001,-1.5466666666666666,-1.5375,0.21416666666666664,0.2075,-0.681,-0.6685,-5.8475,-5.8405000000000005,4.536666666666666,4.5815,24
3.0,Baseline,25.0,-0.1401374128862759,-0.07797723957499235,-0.707,-0.707,-1.11,-1.11,-0.3,-0.3,-0.674,-0.6705000000000001,-1.5543333333333333,-1.5565,0.2085,0.1985,-0.6733333333333333,-0.6695,-5.880166666666667,-5.9225,4.5535,4.4719999999999995,25
3.0,Baseline,26.0,2.1545139616359337,0.0079567721026021,0.6082,-0.707,-0.2552000000000001,-1.11,1.502,-0.298,0.9144,-0.663,-0.7448,-1.481,2.7962000000000002,0.221,0.9410000000000001,-0.631,-4.8582,-5.45,6.6078,4.424,26
3.0,Rotation,1.0,2.328401662948027,2.635074024190642,2.3046666666666664,2.581,0.922,1.027,3.7063333333333333,4.202,2.291166666666667,2.004,-0.3126666666666667,-0.1495,4.951666666666667,4.928,2.2898333333333336,2.0065,-4.027666666666667,-3.8064999999999998,8.361666666666666,8.3505,27
3.0,Rotation,2.0,2.5133791889929844,2.1279381280505074,1.5733333333333333,1.752,0.617,0.712,2.457333333333333,2.715,1.7521666666666667,1.6,-0.2841666666666667,-0.315,3.783666666666667,3.604,1.7318333333333333,1.6015000000000001,-4.324166666666667,-4.426,7.1785,7.093500000000001,28
3.0,Rotation,3.0,0.5869094915333734,0.07327964365552835,1.0963333333333332,1.216,0.36000000000000004,0.427,1.7803333333333333,1.942,0.9993333333333333,0.9225,-0.7645,-0.8245,2.667666666666667,2.644,1.0031666666666668,0.9430000000000001,-4.592333333333333,-4.574,6.869833333333333,6.6945,29
3.0,Rotation,4.0,0.9527197433641694,0.0803531499095274,0.775,0.857,0.17900000000000002,0.226,1.3490000000000002,1.457,0.7641666666666667,0.7415,-0.6513333333333333,-0.6910000000000001,2.202,2.2065,0.7741666666666666,0.739,-4.547166666666667,-4.439,6.4655,6.3855,30
3.0,Rotation,5.0,0.8933745980246011,0.29993778516055497,0.5536666666666666,0.611,0.042666666666666665,0.085,1.0513333333333332,1.133,0.5366666666666666,0.5509999999999999,-0.6716666666666667,-0.656,1.7651666666666666,1.79,0.5356666666666666,0.556,-5.1883333333333335,-4.91,5.915166666666667,5.7705,31
3.0,Rotation,6.0,1.269910087794136,0.6622516957221893,0.39799999999999996,0.439,-0.07133333333333335,-0.042,0.8380000000000001,0.888,0.4306666666666667,0.40449999999999997,-0.6555,-0.6234999999999999,1.5536666666666665,1.4889999999999999,0.45849999999999996,0.39749999999999996,-5.4325,-5.209,6.077833333333333,5.8759999999999994,32
3.0,Rotation,7.0,0.2601808495133175,0.3312782009069454,0.28633333333333333,0.316,-0.15266666666666667,-0.13,0.7116666666666666,0.738,0.2823333333333333,0.2855,-0.7268333333333333,-0.734,1.2898333333333334,1.2850000000000001,0.29483333333333334,0.258,-4.857666666666667,-4.9445,5.520666666666667,5.4465,33
3.0,Rotation,8.0,0.11599021382131032,-0.0744186849972547,0.205,0.227,-0.218,-0.198,0.6413333333333333,0.659,0.1945,0.201,-0.7521666666666667,-0.749,1.1306666666666667,1.145,0.21133333333333335,0.20550000000000002,-4.826,-4.8395,5.292000000000001,5.3134999999999994,34
3.0,Rotation,9.0,0.5591984059687057,0.02776898746782905,0.145,0.161,-0.2853333333333334,-0.258,0.5870000000000001,0.606,0.15266666666666667,0.152,-0.7523333333333334,-0.733,1.0596666666666668,1.0545,0.19933333333333333,0.206,-5.0945,-4.817,5.4863333333333335,5.481,35
3.0,Rotation,10.0,-0.5022831548170935,0.06903364463607115,0.10066666666666667,0.113,-0.35366666666666663,-0.34,0.5463333333333334,0.549,0.08883333333333333,0.09,-0.8111666666666667,-0.7735000000000001,1.0281666666666667,1.0234999999999999,0.09383333333333332,0.08349999999999999,-5.559666666666666,-5.4475,5.6445,5.634,36
3.0,Rotation,11.0,-0.7177395207733883,0.7960564773339693,0.067,0.076,-0.38966666666666666,-0.381,0.5413333333333333,0.541,0.07316666666666667,0.1065,-0.8186666666666667,-0.7765,0.9863333333333334,0.9989999999999999,0.12816666666666668,0.13849999999999998,-6.140833333333333,-5.741,6.480833333333333,6.4015,37
