fish,stage,day,mean_y,median_y,std_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_σ_μ_y,median_σ_μ_y,mean_σ_μ_hdi_3,median_σ_μ_hdi_3,mean_σ_μ_hdi_97,median_σ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday,μ_hdi_3_gamma_medians,μ_hdi_97_gamma_medians,μ_hdi_3_gamma_means,μ_hdi_97_gamma_means,y_gamma_means,y_gamma_medians
3.0,Washout,5.0,6.55054117717695,6.329657656398139,2.943422648615703,4.256666666666667,4.285,3.4066666666666663,3.421,5.0906666666666665,5.119,1.4946666666666666,1.523,0.49500000000000005,0.517,2.583666666666667,2.624,4.920833333333333,5.015499999999999,2.3738333333333332,2.463,7.755333333333334,7.6845,6.282333333333334,6.3115000000000006,1.033,1.006,12.186833333333333,11.922,47,3.4719829331969567,5.860517617661995,3.453673427361815,5.815664416793992,7.306170458551652,7.104854429219102
3.0,Washout,6.0,7.053938951647702,5.248745910060368,4.112026045806428,4.1770000000000005,4.2,3.3486666666666665,3.378,5.006,5.034,1.415,1.438,0.4346666666666667,0.451,2.4713333333333334,2.503,4.778,4.598,2.2544999999999997,2.2744999999999997,7.563333333333333,6.947,6.194,5.834,0.8494999999999999,0.9125,12.063166666666667,11.2685,48,3.4174714280138154,5.726150233295681,3.3856853914673755,5.6858904327101225,8.32273710484924,6.766102340314655
3.0,Washout,7.0,7.6677422359539635,5.936317578813924,5.123952790738238,4.112,4.131,3.265333333333333,3.29,4.93,4.95,1.3499999999999999,1.369,0.39266666666666666,0.402,2.38,2.408,4.6674999999999995,4.640499999999999,2.1253333333333333,2.007,7.562333333333334,7.230500000000001,6.264,5.959,0.7941666666666666,0.795,12.5935,11.6265,49,3.322285612863755,5.605466836915657,3.296383420339952,5.574258907388384,9.392036041353691,7.927006988975074
3.0,Washout,8.0,5.694135400881127,5.725350047834766,2.45720905574893,4.058333333333334,4.074,3.1916666666666664,3.216,4.871666666666666,4.89,1.2963333333333333,1.312,0.37033333333333335,0.374,2.3106666666666666,2.324,4.4975,4.5995,2.234166666666667,2.2755,7.025666666666666,6.9975000000000005,5.866333333333333,5.867,0.6958333333333333,0.73,11.555166666666667,11.3635,50,3.2446251898784237,5.511949213035665,3.2199489176725526,5.4891431131862465,6.305918062999679,6.334580444226447
3.0,Washout,9.0,6.293329487109456,6.137589958938342,3.073888411620595,4.013333333333334,4.027,3.124333333333333,3.143,4.8276666666666666,4.835,1.2513333333333332,1.265,0.342,0.363,2.2533333333333334,2.284,4.503166666666667,4.662000000000001,2.234833333333333,2.214,7.012666666666667,6.939,5.976666666666667,5.978,0.6900000000000001,0.6565000000000001,11.7935,11.481,51,3.1705972054609335,5.443537927262458,3.149007478103546,5.422751581401499,7.1325067612155655,6.992021374567771
3.0,Washout,10.0,3.1206800087456172,2.8190302733285932,0.9883872856397925,3.942,3.986,2.8746666666666667,3.087,4.91,4.813,1.4346666666666668,1.224,0.383,0.3,2.496,2.192,3.829,3.7665,1.7658333333333334,1.8235000000000001,5.883666666666667,5.695,5.228000000000001,5.176,0.5685,0.5925,10.780333333333333,10.698,52,3.1062614779254867,5.381429054270539,2.9081192104928086,5.611200880370677,3.3123070428429244,3.027672352103565
3.0,ReRotation,1.0,4.339058619728333,3.995924466278126,2.2308598988781063,3.8546666666666667,3.854,2.5246666666666666,2.45,5.021,5.104,1.8006666666666666,1.856,0.5876666666666667,0.549,3.0076666666666667,3.104,4.134833333333334,4.062,1.5225,1.5705,6.707833333333333,6.4864999999999995,5.5698333333333325,5.3805,0.5228333333333334,0.539,11.3155,10.960999999999999,53,2.528371557473409,6.088595772439685,2.6115202715288075,5.965735505306585,4.970810273781824,4.664677206986593
3.0,ReRotation,2.0,6.7718976109426565,6.693850077720354,2.7987043126433746,3.855333333333333,3.856,2.736,2.674,4.826666666666667,4.855,1.649,1.69,0.6606666666666667,0.665,2.7406666666666664,2.815,4.7828333333333335,4.9094999999999995,1.9538333333333335,1.9765000000000001,7.956666666666667,7.9045000000000005,6.236999999999999,6.285,0.7426666666666667,0.772,12.1755,12.085,54,2.7783401587144354,5.720507284014621,2.83694528281428,5.6576633433178625,7.4458825057175115,7.373920909314601
3.0,ReRotation,3.0,4.810058257102829,4.151283837857086,2.810117922031042,3.8526666666666665,3.854,2.9026666666666667,2.86,4.7683333333333335,4.77,1.5350000000000001,1.567,0.6213333333333334,0.652,2.5273333333333334,2.592,4.1855,4.083,1.7988333333333333,1.7645,6.698,6.217499999999999,5.572166666666667,5.358499999999999,0.5788333333333333,0.5915,11.183666666666667,10.6935,55,2.9545507018451596,5.532841140646171,2.9877126493407036,5.499458578575746,5.678395173797623,5.104372533767189
3.0,ReRotation,4.0,6.161596455244077,5.595668418889668,2.674058293214533,3.849,3.85,2.9756666666666667,2.988,4.731333333333333,4.765,1.445,1.471,0.5326666666666667,0.56,2.353,2.398,4.506833333333334,4.502000000000001,1.9941666666666666,2.038,7.210166666666667,7.0760000000000005,5.9238333333333335,5.821,0.6841666666666667,0.6875,11.551,11.4125,56,3.0557366244748967,5.433858668923041,3.0373738893377022,5.382101820034843,6.830256394595614,6.314188945718429
3.0,ReRotation,5.0,5.263277855167063,4.525959513545389,2.1330176628403605,3.8456666666666663,3.847,2.9600000000000004,2.951,4.669666666666667,4.664,1.3713333333333333,1.393,0.48866666666666664,0.478,2.2596666666666665,2.263,4.297,4.1835,2.036,2.1020000000000003,6.702833333333333,6.443,5.6883333333333335,5.4905,0.7160000000000001,0.718,11.287333333333335,10.945,57,3.0013672716066195,5.278841209879506,3.012432220012044,5.2824053447599635,5.769159897300562,5.093294430183738
3.0,ReRotation,6.0,5.163479526807595,5.693031969006969,2.4366512761986248,3.841666666666667,3.843,2.982666666666667,2.978,4.700333333333333,4.681,1.3096666666666668,1.328,0.48866666666666664,0.51,2.2230000000000003,2.253,4.2245,4.443,1.9513333333333334,2.104,6.582833333333333,6.854,5.701833333333333,5.8215,0.7254999999999999,0.7535,11.4335,11.524000000000001,58,3.034659640593233,5.28954577327151,3.0347197232779317,5.293130827515077,5.812196555512838,6.2958983569343685
3.0,ReRotation,7.0,4.974788545277962,4.387285762592973,2.4642046088771066,3.8379999999999996,3.839,2.980333333333333,2.992,4.744,4.739,1.257,1.273,0.426,0.446,2.1323333333333334,2.163,4.159166666666667,4.1114999999999995,2.0111666666666665,2.0545,6.405,6.0954999999999995,5.5698333333333325,5.405,0.6675,0.6485,11.278166666666666,10.780999999999999,59,3.0354059583315336,5.300820367818887,3.0201536455040947,5.291535891845611,5.654360190704858,5.129010264770126
3.0,ReRotation,8.0,7.157875063863224,6.292997647316774,4.558982875597131,4.160333333333333,3.836,2.878,2.957,5.563333333333333,4.754,1.6293333333333333,1.225,0.412,0.386,2.9890000000000003,2.071,5.208166666666666,4.528499999999999,2.1778333333333335,2.165,8.517666666666667,6.886,6.585666666666666,5.8870000000000005,0.9073333333333333,0.877,12.7605,11.547,60,2.9900542444348006,5.273356815983829,2.9165681825859613,6.436177114576222,8.647148694325459,7.902600613180416
7.0,Baseline,1.0,5.021295135884387,3.9990209197794186,3.033060813143363,4.3915,4.391500000000001,2.72,2.72,6.1995000000000005,6.1995000000000005,1.9945000000000002,1.9945,0.45649999999999996,0.4565,3.8505000000000003,3.8505000000000003,4.735166666666667,4.125,1.8441666666666665,1.847,7.671833333333333,6.7185,6.101333333333333,5.5085,0.7846666666666667,0.6054999999999999,12.056,11.366,1,2.7697532932998814,7.437489855479973,2.7697532932998814,7.437489855479973,5.979182213835672,5.098262269741918
7.0,Baseline,2.0,6.520516596633512,5.7501825861607845,3.402485084713286,3.7575000000000003,3.7575000000000003,2.687,2.6870000000000003,4.812,4.811999999999999,1.3355,1.3355000000000001,0.365,0.365,2.4285,2.4285,4.419,4.1305,1.9218333333333335,1.941,7.1735,6.323,5.915833333333333,5.5755,0.6516666666666667,0.6735,11.775666666666666,11.1775,2,2.7194830424322616,5.49072975402075,2.719483042432261,5.490729754020747,7.494149165330564,6.810415889566259
7.0,Baseline,3.0,4.981964445757054,4.4032561878668695,2.0796234106281206,3.4130000000000003,3.4130000000000003,2.634,2.634,4.195,4.195,0.9990000000000001,0.9990000000000001,0.249,0.249,1.7770000000000001,1.7770000000000001,3.7401666666666666,3.762,1.9013333333333333,1.9344999999999999,5.638833333333333,5.655,5.2428333333333335,5.157,0.5426666666666667,0.596,10.754333333333333,10.4125,3,2.6495587585657145,4.631177581338573,2.6495587585657145,4.631177581338573,5.48667504845739,4.957257723701799
7.0,Baseline,4.0,4.016327400450614,3.2189796966191424,2.001610343592455,3.205,3.205,2.5755,2.5755,3.849,3.849,0.8045,0.8045,0.2015,0.2015,1.4665,1.4665,3.3681666666666668,3.375,1.8321666666666667,1.832,4.9959999999999996,4.9425,4.864833333333333,4.7535,0.3978333333333333,0.4275,10.179833333333333,9.942,4,2.585948188635501,4.180208372214923,2.585948188635501,4.180208372214923,4.570745940627921,3.862998284800574
7.0,Baseline,5.0,5.194028173395197,3.3907571024332417,3.6967549936394595,3.0720000000000005,3.072,2.4955000000000003,2.4955,3.6334999999999997,3.6334999999999997,0.6845,0.6845,0.159,0.159,1.2705,1.2705000000000002,3.2373333333333334,3.2305,1.8521666666666665,1.8479999999999999,4.732666666666667,4.669499999999999,4.938,4.6530000000000005,0.403,0.4415,10.570833333333333,9.837,5,2.502227363613267,3.9010953016504777,2.502227363613268,3.901095301650475,6.48581326275101,4.994019693070696
7.0,Baseline,6.0,3.742207908399193,3.431497460025861,1.2731191809997489,2.9825,2.9825,2.4305,2.4305000000000003,3.5215,3.5215,0.607,0.607,0.1195,0.1195,1.1305,1.1305,3.118,3.1145,1.8776666666666666,1.9115,4.4635,4.3845,4.626833333333333,4.5825,0.4841666666666667,0.521,9.898333333333333,9.8355,6,2.4344078136188583,3.7432030078828125,2.434407813618858,3.7432030078828125,4.004334058132629,3.712941588305738
7.0,Baseline,7.0,3.6622105463152486,2.4341959978991348,2.070383681618078,2.9205,2.9205,2.3735,2.3735,3.4610000000000003,3.4610000000000003,0.555,0.5549999999999999,0.1025,0.10250000000000001,1.048,1.048,3.0033333333333334,2.9495,1.8236666666666668,1.799,4.251333333333333,4.0975,4.582999999999999,4.4544999999999995,0.3761666666666667,0.35250000000000004,9.91,9.6775,7,2.376445665820172,3.6565302134939563,2.3764456658201722,3.6565302134939563,4.288129991694337,3.2324661060188347
7.0,Baseline,8.0,3.4267798066566595,3.1410564252563686,1.2788148704622524,2.876,2.8760000000000003,2.3385000000000002,2.3385,3.4375,3.4375,0.519,0.519,0.09749999999999999,0.0975,0.9975,0.9975,2.9621666666666666,2.982,1.8338333333333334,1.8195000000000001,4.108999999999999,4.1145,4.533,4.452,0.341,0.329,9.683833333333334,9.600999999999999,8,2.3412055147939657,3.616885251472117,2.341205514793966,3.616885251472117,3.710819870166248,3.445440943751807
7.0,Baseline,9.0,4.513380751299695,4.557521093511238,1.842283332208324,2.8435,2.8435,2.315,2.3150000000000004,3.4314999999999998,3.4314999999999998,0.49300000000000005,0.493,0.08950000000000001,0.0895,0.9550000000000001,0.9550000000000001,2.970833333333333,2.9745,1.8268333333333333,1.831,4.133166666666667,4.1655,4.622333333333334,4.584,0.3205,0.3115,9.962333333333333,9.8855,9,2.31730343163843,3.5970880000148098,2.3173034316384293,3.5970880000148098,4.9527689824421826,4.993576000253085
7.0,Baseline,10.0,3.054934334260284,2.8409507560618836,1.2400895897494573,2.8195,2.8195,2.2680000000000002,2.268,3.4065,3.4065000000000003,0.474,0.474,0.0825,0.0825,0.919,0.919,2.8785000000000003,2.864,1.8186666666666664,1.8065,3.9448333333333334,3.9044999999999996,4.399,4.3475,0.3385,0.369,9.588166666666666,9.492,10,2.269998099270226,3.561539878654892,2.269998099270226,3.5615398786548913,3.3494213218960023,3.1524086031174465
7.0,Baseline,11.0,2.5864135238686963,2.439831600662864,0.5852122736285316,2.801,2.801,2.223,2.223,3.39,3.39,0.46,0.46,0.083,0.083,0.8995000000000001,0.8995,2.833833333333333,2.8295,1.7738333333333334,1.778,3.8563333333333336,3.8550000000000004,4.3655,4.367,0.34,0.3305,9.480666666666666,9.474,11,2.225063189865313,3.539537846123029,2.225063189865313,3.5395378461230305,2.6706981494435684,2.5287075265266403
7.0,Baseline,12.0,3.901587772421801,3.4549859263150773,1.359223957972628,3.7521999999999998,2.793,2.8842,2.203,4.61,3.386,0.9356,0.454,0.3054,0.083,1.6672,0.892,3.8483999999999994,2.908,2.2034,1.793,5.449800000000001,3.954,5.1898,4.371,0.7144,0.364,10.443200000000001,9.368,12,2.2050818694428105,3.533347577131955,2.9055291555006857,4.970991319022915,4.187001424165208,3.769899470227116
7.0,Rotation,1.0,5.338737175068892,5.399494509767423,1.6206791262781717,5.107333333333333,5.191,3.8796666666666666,3.906,6.289666666666666,6.446,1.6143333333333334,1.658,0.6273333333333334,0.639,2.732333333333333,2.83,5.288166666666666,5.3745,2.8051666666666666,2.8339999999999996,7.763166666666667,7.838,6.479833333333333,6.5585,1.23,1.192,12.2515,12.264,13,3.9739713371978778,7.159897827604764,3.945659953119075,6.973412253130254,5.641772873804217,5.699594595760571
7.0,Rotation,2.0,5.805099258210055,6.143639836181974,1.6154702174821354,4.868,4.94,3.8036666666666665,3.827,5.855666666666667,5.977,1.4896666666666665,1.527,0.584,0.604,2.4570000000000003,2.537,5.240333333333333,5.343,2.7711666666666663,2.8360000000000003,7.672666666666667,7.701499999999999,6.449666666666666,6.439,1.3083333333333333,1.319,12.092166666666666,12.005500000000001,14,3.889086548664643,6.600698553204682,3.8621363152133315,6.45435242627453,6.08518955736789,6.410057089726591
7.0,Rotation,3.0,5.57018532500341,5.794968138927396,2.4868989677006907,4.661666666666666,4.724,3.7576666666666667,3.757,5.5440000000000005,5.613,1.3833333333333335,1.415,0.5246666666666667,0.544,2.2336666666666667,2.297,4.965,5.1365,2.6374999999999997,2.6565,7.445333333333333,7.4085,6.295166666666667,6.3185,1.0728333333333333,0.9695,12.1075,11.9405,15,3.808486634436499,6.161934648101591,3.8056147482196345,6.0713262242117665,6.2055434706576325,6.411523892761117
7.0,Rotation,4.0,7.562521431018918,6.275302361409377,4.337821691335395,4.482666666666667,4.537,3.7373333333333334,3.759,5.334666666666666,5.406,1.2926666666666666,1.32,0.48333333333333334,0.486,2.0686666666666667,2.107,4.969333333333333,4.9885,2.587666666666667,2.6055,7.664666666666666,7.42,6.484333333333333,6.249499999999999,0.9273333333333333,0.8895,12.7035,12.001,16,3.800231988939911,5.890559350865178,3.778350153919238,5.808492649921483,8.886717034997947,7.7651580435262675
7.0,Rotation,5.0,7.379323763996486,6.880243542518036,1.8377141761449913,4.326666666666667,4.374,3.6359999999999997,3.694,5.102333333333333,5.192,1.2143333333333333,1.238,0.4663333333333333,0.478,1.9523333333333335,1.992,5.012666666666667,4.932,2.7754999999999996,2.76,7.636833333333333,7.4475,6.384833333333333,6.2585,1.0321666666666667,1.0455,12.108666666666666,11.785499999999999,17,3.7345865018381765,5.64440310330665,3.6752563749837277,5.544774042690545,7.668024456143444,7.187551182169501
7.0,Rotation,6.0,5.433459006588734,4.835434172925158,2.768185312541272,4.19,4.232,3.486666666666667,3.52,4.865333333333333,4.923,1.1466666666666667,1.167,0.4386666666666667,0.443,1.8453333333333333,1.873,4.458166666666666,4.429,2.414,2.453,6.6125,6.3675,5.809333333333334,5.6785,0.9096666666666667,0.9555,11.503,11.201,18,3.556614355731322,5.345527684590487,3.522911780107613,5.280586449264753,6.2123391794098515,5.679375007843549
7.0,Rotation,7.0,8.725086636433204,8.689714545666936,4.639631218312185,4.069333333333334,4.106,3.391666666666667,3.42,4.705,4.75,1.088,1.106,0.421,0.43,1.7643333333333333,1.79,4.569166666666667,4.6739999999999995,2.3665,2.4085,6.952500000000001,7.125,6.289000000000001,6.3155,0.725,0.769,12.569333333333333,12.530000000000001,19,3.455506649502983,5.15071846048327,3.425999626103658,5.098410138884885,10.070317821582028,10.03873748827908
7.0,Rotation,8.0,6.640909096886371,7.358302453376833,1.5603062268251169,3.9636666666666667,3.996,3.297,3.335,4.571000000000001,4.615,1.036,1.052,0.40066666666666667,0.403,1.6980000000000002,1.713,4.476166666666667,4.515499999999999,2.4921666666666664,2.5075,6.729500000000001,6.9145,5.923166666666667,6.063000000000001,0.8471666666666667,0.833,11.573833333333333,11.942,20,3.3670183844049357,4.993828320712475,3.329008520466017,4.946749385679517,6.8734777179952395,7.570022457378408
7.0,Rotation,9.0,6.28068444470496,5.804881054908588,3.4186319205977105,3.8699999999999997,3.899,3.2023333333333333,3.221,4.463333333333334,4.483,0.9903333333333334,1.004,0.37233333333333335,0.396,1.633,1.668,4.201833333333333,4.253500000000001,2.257,2.286,6.211833333333334,6.2325,5.753666666666667,5.6555,0.7103333333333334,0.688,11.588500000000002,11.318,21,3.252994685249224,4.8525923607110855,3.23082519240242,4.820275896670519,7.2879664424756605,6.866844414636108
7.0,Rotation,10.0,4.459853615532826,4.498078137319386,1.6577574533680692,3.7866666666666666,3.812,3.129,3.165,4.390666666666667,4.424,0.9506666666666667,0.963,0.3256666666666667,0.325,1.556,1.563,3.981833333333333,4.0075,2.3245,2.375,5.752666666666666,5.7525,5.319500000000001,5.258,0.7376666666666667,0.743,10.732166666666666,10.650500000000001,22,3.187025539554093,4.756018997366127,3.1513643789992023,4.722034607393761,4.826884806673749,4.8625829750517235
7.0,Rotation,11.0,5.436737751263487,4.585961629609194,3.494277093897077,3.7129999999999996,3.736,3.0513333333333335,3.057,4.321666666666666,4.324,0.915,0.926,0.3256666666666667,0.327,1.537,1.542,3.9205,3.9539999999999997,2.1903333333333332,2.186,5.7795,5.6735,5.457666666666667,5.3075,0.5911666666666666,0.5935,11.089666666666666,10.471,23,3.08006573436227,4.6540776039441845,3.0742549339087457,4.649944375744673,6.58469784694045,5.855631441382836
7.0,Rotation,12.0,3.4819471652168144,3.152824787314878,1.2510828227214408,3.6466666666666665,3.667,3.0116666666666667,3.04,4.2956666666666665,4.317,0.8836666666666666,0.893,0.32,0.323,1.518,1.527,3.6910000000000003,3.625,2.1493333333333333,2.0995,5.311,5.1645,5.093,5.0215,0.7288333333333333,0.76,10.479166666666666,10.2295,24,3.062633986385048,4.641686823450477,3.034091144758744,4.618185981630429,3.7514045504682967,3.4446647283864875
7.0,Rotation,13.0,6.2883973409979115,5.9282306434831495,3.4721386402396823,3.5879999999999996,3.606,2.939666666666666,2.955,4.2476666666666665,4.253,0.8563333333333333,0.865,0.3053333333333333,0.314,1.485,1.5,3.8653333333333335,3.9370000000000003,2.1635,2.1515,5.7745,5.87,5.5021666666666675,5.4955,0.5606666666666666,0.5355000000000001,11.3585,11.2405,25,2.977005461645169,4.571185409059664,2.9605925722338347,4.560396758193243,7.32148366707789,7.002923487903867
7.0,Rotation,14.0,2.743190206264055,2.4867182807874224,0.7741403429447127,3.5356666666666663,3.552,2.888333333333333,2.909,4.227333333333333,4.237,0.8313333333333333,0.839,0.282,0.288,1.447,1.455,3.4721666666666664,3.42,2.0163333333333333,1.976,4.999666666666666,4.9125,4.929666666666667,4.907,0.5055,0.498,10.210333333333333,10.164000000000001,26,2.9278312259887374,4.538911073056961,2.906521901358627,4.526780953690545,2.879065400768088,2.634621584857201
7.0,Rotation,15.0,3.6943937161246367,3.0842615375756046,1.625458278404066,3.1203333333333334,3.503,2.283,2.847,3.932,4.208,0.8886666666666666,0.816,0.2866666666666667,0.27,1.5576666666666668,1.431,3.3153333333333332,3.391,1.6580000000000001,1.9485000000000001,5.0685,4.898,4.8534999999999995,4.884,0.496,0.5569999999999999,10.383333333333335,10.411000000000001,27,2.8639242128248084,4.502532681442499,2.3066409041245812,4.294877900950617,4.10510380382952,3.5526278308261845
7.0,Washout,1.0,2.8089518637638076,2.7417060396011967,0.5058463152071063,2.3893333333333335,2.355,1.3033333333333335,1.155,3.3636666666666666,3.38,0.9946666666666667,1.034,0.33,0.32,1.736,1.811,2.626,2.623,0.9279999999999999,0.8965000000000001,4.308166666666667,4.3100000000000005,4.245,4.2245,0.11466666666666665,0.088,9.359333333333334,9.344999999999999,28,1.2102665574391378,3.9078470342669296,1.3559517226222648,3.8566063626057208,2.867884172404597,2.801997941305268
7.0,Washout,2.0,4.732749835793271,2.751849683833596,3.4983688005620626,2.484666666666667,2.458,1.664,1.6,3.308,3.331,0.89,0.916,0.33866666666666667,0.35,1.5376666666666667,1.586,2.7868333333333335,2.6825,1.0651666666666666,1.021,4.558666666666666,4.2625,4.576,4.249,0.17833333333333334,0.181,10.179666666666668,9.4595,29,1.6488725992049227,3.7560192741912557,1.7082420415886583,3.7128475801088565,5.982275805529552,4.366278339960311
7.0,Washout,3.0,2.538718469085626,2.3482681892792945,0.6104974957268785,2.5596666666666668,2.538,1.825,1.792,3.247,3.262,0.8183333333333334,0.838,0.31,0.316,1.414,1.441,2.6681666666666666,2.6425,1.2366666666666666,1.2155,4.099166666666666,4.042999999999999,4.201333333333333,4.183,0.25616666666666665,0.27749999999999997,9.209333333333333,9.1865,30,1.828091989477517,3.6272131305576973,1.8591745670337816,3.6015015327570383,2.6316501011558193,2.4479362498121136
7.0,Washout,4.0,2.854031871114774,2.397458308814567,0.8707885409308375,2.621,2.603,1.9333333333333333,1.891,3.237,3.217,0.7636666666666666,0.779,0.2783333333333333,0.298,1.329,1.36,2.7663333333333333,2.7035,1.4026666666666667,1.3664999999999998,4.191666666666666,4.087,4.292666666666666,4.2205,0.30383333333333334,0.317,9.321166666666667,9.2685,31,1.9215880992135446,3.550308810705972,1.9595306503822822,3.5554116762309893,3.017560575410236,2.5866708575390494
7.0,Washout,5.0,3.4327284528163915,2.1549773438725772,3.0867053416884174,2.672333333333333,2.657,2.0366666666666666,2.018,3.295666666666667,3.277,0.7203333333333334,0.733,0.24633333333333332,0.239,1.2676666666666667,1.267,2.7531666666666665,2.6805,1.4216666666666666,1.4235,4.125166666666667,3.996,4.468666666666667,4.2765,0.24566666666666667,0.224,9.904,9.5595,32,2.0366205475769505,3.5665229053335366,2.0562551522692436,3.5841533319075687,4.657009667906163,3.6420781611958826
7.0,Washout,6.0,6.451336711665886,6.966285603886016,2.576685616585227,2.716333333333333,2.703,2.0813333333333333,2.074,3.346,3.333,0.6846666666666666,0.695,0.26066666666666666,0.261,1.2583333333333333,1.269,3.025,3.0915,1.5099999999999998,1.525,4.598833333333333,4.6905,4.928,4.9955,0.29050000000000004,0.2735,10.9305,10.935500000000001,33,2.0955704760861833,3.6194403428027626,2.1027759522944094,3.627232955023658,7.055491048173646,7.534500146924252
7.0,Washout,7.0,5.27546553985533,4.347629235480506,2.1774493108379223,2.7543333333333333,2.743,2.109666666666667,2.096,3.3966666666666665,3.372,0.655,0.664,0.25,0.26,1.2183333333333335,1.237,3.013666666666667,3.0105,1.5883333333333332,1.596,4.447166666666667,4.395,4.807666666666667,4.65,0.2675,0.287,10.445833333333333,10.0365,34,2.117189652094143,3.6429693069946647,2.12915512402536,3.658699885628853,5.799314792989862,4.9528878373170135
7.0,Washout,8.0,4.91228573490263,4.062101519066953,2.0622620548460784,2.787333333333333,2.777,2.1413333333333333,2.137,3.4653333333333336,3.446,0.6296666666666667,0.637,0.218,0.23,1.1626666666666667,1.181,3.0095000000000005,2.996,1.6486666666666665,1.642,4.4005,4.313,4.704666666666667,4.5105,0.3685,0.35650000000000004,10.243666666666668,9.838999999999999,35,2.1533215225644415,3.690649471679974,2.1559832715981684,3.7019633406066763,5.414994428779264,4.6409130990976974
7.0,Washout,9.0,2.9304116559423736,2.7131429985376263,0.6331600363534049,2.8166666666666664,2.808,2.146333333333333,2.15,3.516,3.504,0.6083333333333333,0.615,0.18933333333333335,0.194,1.1166666666666665,1.126,2.8993333333333333,2.8745000000000003,1.6609999999999998,1.6615,4.116333333333333,4.0745000000000005,4.403,4.397,0.3233333333333333,0.315,9.428166666666668,9.488,36,2.1615793334176767,3.7250061477847876,2.1573849023870264,3.733004699588645,3.017825358597602,2.8069386787159285
7.0,Washout,10.0,4.228585944159984,2.736537612407896,2.582205196249797,3.5500000000000003,2.834,2.3409999999999997,2.139,4.917666666666666,3.54,1.3739999999999999,0.595,0.5196666666666667,0.18,2.389,1.098,4.041,2.8970000000000002,1.8999999999999997,1.716,6.108499999999999,4.202999999999999,5.432666666666667,4.428,0.5579999999999999,0.4245,10.911166666666666,9.7285,37,2.1490297420163236,3.749122001539121,2.4145481883949476,5.56731705303065,5.049837693181033,3.785172470224154
7.0,ReRotation,1.0,8.808856446028452,8.786587543398923,4.537358365503137,4.809,4.982,2.8076666666666665,2.745,7.088,7.673,2.744666666666667,2.932,1.133,1.199,4.587,4.971,6.700333333333333,6.667,2.3366666666666664,2.6,11.011166666666668,10.7385,7.972,7.827999999999999,1.2603333333333333,1.4055,14.425333333333333,14.047,38,3.046289444018635,9.31422258549252,3.0754797126528413,8.601415600351448,10.095463923303146,10.0754910317313
7.0,ReRotation,2.0,6.462101801385804,5.620434483861267,4.289136213128928,4.373666666666667,4.463,2.939666666666666,2.933,5.759333333333333,5.918,2.2680000000000002,2.37,0.9369999999999999,1.001,3.6799999999999997,3.819,5.2218333333333335,5.121,1.882,1.9689999999999999,8.6775,8.126,6.632000000000001,6.3185,0.8298333333333333,0.874,12.821166666666665,11.9125,39,3.139644240587659,7.175806069612714,3.1223143191676934,6.963889228944462,7.899506938656588,7.180274333616866
7.0,ReRotation,3.0,5.243364777893443,4.167991570127473,2.7077580128720453,4.140333333333333,4.195,2.938,2.953,5.360333333333333,5.442,1.9983333333333333,2.064,0.7656666666666667,0.809,3.3190000000000004,3.402,4.6626666666666665,4.269,1.8631666666666666,1.6840000000000002,7.580333333333333,6.7765,6.0295,5.617,0.7758333333333334,0.774,11.954166666666666,11.593,40,3.0913460406582014,6.540307938239664,3.063270330674489,6.425333586784465,6.0125644474554125,5.063523653894174
7.0,ReRotation,4.0,4.215638962330693,2.7665629870450665,2.8073404976003284,3.994333333333333,4.031,2.8633333333333333,2.908,5.141,5.197,1.8206666666666667,1.867,0.6366666666666667,0.679,3.0820000000000003,3.153,4.095,3.6595,1.6215,1.4975,6.724833333333334,5.8855,5.575166666666667,5.1475,0.4923333333333333,0.5315,11.274500000000002,10.978,41,3.0086357522309877,6.195594824760551,2.953576856317395,6.109585273428197,5.158358068334019,3.946049615949818
7.0,ReRotation,5.0,5.52621619603891,5.4585954837622905,1.5900061098516636,3.8946666666666663,3.921,2.74,2.774,5.004666666666666,5.029,1.694,1.728,0.5193333333333333,0.552,2.8876666666666666,2.94,4.5456666666666665,4.4925,1.8756666666666666,1.9895,7.344166666666666,7.2379999999999995,5.918,5.829000000000001,0.6934999999999999,0.7435,11.634166666666667,11.600999999999999,42,2.8446158807795476,5.937873165893358,2.8034840985335263,5.889649951575035,5.810044287547285,5.745477591300789
7.0,ReRotation,6.0,6.955879050890835,8.01358724678719,3.103265261361059,3.72,3.842,2.418,2.672,5.0246666666666675,4.956,1.586,1.626,0.39399999999999996,0.454,2.904,2.783,4.585,4.912,1.735,1.6265,8.049833333333334,8.7135,6.176333333333333,6.5575,0.5573333333333333,0.46699999999999997,12.156999999999998,12.614,43,2.722062384616305,5.793553165618785,2.4597518155971327,5.915632211702032,7.748265685354945,8.723616727979882
