fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
7.0,Baseline,4.0,4.016327400450614,3.2189796966191424,2.715,2.715,2.0185,2.0185,3.4465000000000003,3.4465000000000003,3.9921666666666664,3.833,2.3036666666666665,2.324,6.1415,5.7575,4.000333333333334,3.8225,-1.9151666666666667,-1.956,9.992666666666667,9.456,4
7.0,Baseline,5.0,5.194028173395197,3.3907571024332417,2.5974999999999997,2.5975,1.9255000000000002,1.9255,3.2930000000000006,3.293,4.0175,3.6535,2.152833333333333,2.1395,6.5680000000000005,5.388999999999999,4.039333333333333,3.6915,-2.330833333333333,-2.1470000000000002,10.526833333333334,9.475999999999999,5
7.0,Baseline,6.0,3.742207908399193,3.431497460025861,2.5115000000000003,2.5115,1.829,1.829,3.176,3.176,3.5561666666666665,3.4720000000000004,2.0871666666666666,2.0845000000000002,5.4115,5.2645,3.541166666666667,3.482,-2.133,-2.0995,9.224333333333334,9.0685,6
7.0,Baseline,7.0,3.6622105463152486,2.4341959978991348,2.447,2.447,1.769,1.769,3.11,3.11,3.4324999999999997,3.2489999999999997,2.001,2.003,5.2825,4.787,3.388,3.2335000000000003,-2.5111666666666665,-2.6239999999999997,9.017666666666667,8.689499999999999,7
7.0,Baseline,8.0,3.4267798066566595,3.1410564252563686,2.398,2.3979999999999997,1.716,1.716,3.067,3.067,3.266833333333333,3.242,1.9616666666666667,1.9625,4.880833333333333,4.8195,3.2399999999999998,3.2475,-2.2898333333333336,-2.2489999999999997,8.875333333333332,8.849499999999999,8
7.0,Baseline,9.0,4.513380751299695,4.557521093511238,2.361,2.3609999999999998,1.6600000000000001,1.6600000000000001,3.03,3.0300000000000002,3.357666666666667,3.3585000000000003,1.912,1.9115,5.2865,5.2675,3.3806666666666665,3.396,-2.4498333333333333,-2.4240000000000004,9.399833333333333,9.359,9
7.0,Baseline,10.0,3.054934334260284,2.8409507560618836,2.3325,2.3325,1.615,1.615,3.0050000000000003,3.005,3.0980000000000003,3.0285,1.8681666666666665,1.8425,4.619,4.4350000000000005,3.1115,3.0595,-2.4788333333333337,-2.567,8.559333333333333,8.3615,10
7.0,Baseline,11.0,2.5864135238686963,2.439831600662864,2.31,2.3099999999999996,1.5775,1.5775000000000001,2.99,2.99,2.9873333333333334,2.965,1.8056666666666665,1.794,4.3285,4.2835,2.9738333333333333,2.9545,-2.4128333333333334,-2.41,8.3565,8.437000000000001,11
7.0,Baseline,12.0,3.901587772421801,3.4549859263150773,3.072,2.3,2.2192,1.566,3.925,2.989,4.146800000000001,3.062,2.5494,1.836,6.0114,4.46,4.1452,3.081,-1.4052000000000002,-2.023,9.9088,9.094,12
7.0,Rotation,1.0,5.338737175068892,5.399494509767423,4.1530000000000005,4.23,3.151,3.199,5.2043333333333335,5.329,5.915333333333333,5.885999999999999,3.625,3.6950000000000003,8.630833333333333,8.5945,5.913166666666666,5.8870000000000005,-0.07566666666666666,-0.20350000000000001,12.3675,12.275500000000001,13
